                                     
Unsloth: Will smartly offload gradients to save VRAM!
{'loss': 0.7552, 'grad_norm': 0.4758039116859436, 'learning_rate': 0.0, 'epoch': 0.01}
{'loss': 0.576, 'grad_norm': 0.24485810101032257, 'learning_rate': 9.933481152993348e-05, 'epoch': 1.53}
{'loss': 0.5216, 'grad_norm': 0.23754176497459412, 'learning_rate': 9.889135254988914e-05, 'epoch': 1.54}
{'loss': 0.497, 'grad_norm': 0.271625280380249, 'learning_rate': 9.84478935698448e-05, 'epoch': 1.55}
{'loss': 0.5843, 'grad_norm': 0.23026639223098755, 'learning_rate': 9.800443458980046e-05, 'epoch': 1.55}
{'loss': 0.5355, 'grad_norm': 0.23380452394485474, 'learning_rate': 9.75609756097561e-05, 'epoch': 1.56}
{'loss': 0.4996, 'grad_norm': 0.24595317244529724, 'learning_rate': 9.711751662971176e-05, 'epoch': 1.57}
{'loss': 0.5504, 'grad_norm': 0.3011036813259125, 'learning_rate': 9.667405764966742e-05, 'epoch': 1.57}
{'loss': 0.5954, 'grad_norm': 0.2683500051498413, 'learning_rate': 9.623059866962306e-05, 'epoch': 1.58}
{'loss': 0.5692, 'grad_norm': 0.23376710712909698, 'learning_rate': 9.578713968957872e-05, 'epoch': 1.59}
{'loss': 0.5436, 'grad_norm': 0.25727376341819763, 'learning_rate': 9.534368070953438e-05, 'epoch': 1.59}
{'loss': 0.5647, 'grad_norm': 0.2497042566537857, 'learning_rate': 9.490022172949002e-05, 'epoch': 1.6}
{'loss': 0.5183, 'grad_norm': 0.239578515291214, 'learning_rate': 9.445676274944568e-05, 'epoch': 1.61}
{'loss': 0.551, 'grad_norm': 0.3240233063697815, 'learning_rate': 9.401330376940134e-05, 'epoch': 1.61}
{'loss': 0.541, 'grad_norm': 0.27146071195602417, 'learning_rate': 9.356984478935698e-05, 'epoch': 1.62}
{'loss': 0.5801, 'grad_norm': 0.2579960227012634, 'learning_rate': 9.312638580931264e-05, 'epoch': 1.63}
{'loss': 0.5936, 'grad_norm': 0.24175399541854858, 'learning_rate': 9.26829268292683e-05, 'epoch': 1.63}
{'loss': 0.6051, 'grad_norm': 0.22541062533855438, 'learning_rate': 9.223946784922394e-05, 'epoch': 1.64}
{'loss': 0.5975, 'grad_norm': 0.2524539828300476, 'learning_rate': 9.17960088691796e-05, 'epoch': 1.65}
{'loss': 0.5853, 'grad_norm': 0.22486180067062378, 'learning_rate': 9.135254988913526e-05, 'epoch': 1.65}
{'loss': 0.5247, 'grad_norm': 0.25449228286743164, 'learning_rate': 9.090909090909092e-05, 'epoch': 1.66}
{'loss': 0.599, 'grad_norm': 0.24794606864452362, 'learning_rate': 9.046563192904656e-05, 'epoch': 1.67}
{'loss': 0.6177, 'grad_norm': 0.2759324312210083, 'learning_rate': 9.002217294900222e-05, 'epoch': 1.67}
{'loss': 0.5247, 'grad_norm': 0.26100286841392517, 'learning_rate': 8.957871396895788e-05, 'epoch': 1.68}
{'loss': 0.5589, 'grad_norm': 0.2521287500858307, 'learning_rate': 8.913525498891354e-05, 'epoch': 1.69}
{'loss': 0.5913, 'grad_norm': 0.2577612102031708, 'learning_rate': 8.869179600886919e-05, 'epoch': 1.69}
{'loss': 0.5541, 'grad_norm': 0.26228067278862, 'learning_rate': 8.824833702882484e-05, 'epoch': 1.7}
{'loss': 0.5599, 'grad_norm': 0.26613569259643555, 'learning_rate': 8.78048780487805e-05, 'epoch': 1.71}
{'loss': 0.4656, 'grad_norm': 0.2588058412075043, 'learning_rate': 8.736141906873615e-05, 'epoch': 1.71}
{'loss': 0.5501, 'grad_norm': 0.26457035541534424, 'learning_rate': 8.69179600886918e-05, 'epoch': 1.72}
{'loss': 0.532, 'grad_norm': 0.27017760276794434, 'learning_rate': 8.647450110864746e-05, 'epoch': 1.73}
{'loss': 0.6049, 'grad_norm': 0.27399998903274536, 'learning_rate': 8.603104212860311e-05, 'epoch': 1.73}
{'loss': 0.57, 'grad_norm': 0.2576694190502167, 'learning_rate': 8.558758314855876e-05, 'epoch': 1.74}
{'loss': 0.6052, 'grad_norm': 0.2786496579647064, 'learning_rate': 8.514412416851442e-05, 'epoch': 1.75}
{'loss': 0.5402, 'grad_norm': 0.2519635856151581, 'learning_rate': 8.470066518847007e-05, 'epoch': 1.75}
{'loss': 0.6194, 'grad_norm': 0.24062086641788483, 'learning_rate': 8.425720620842572e-05, 'epoch': 1.76}
{'loss': 0.5715, 'grad_norm': 0.2605210542678833, 'learning_rate': 8.381374722838138e-05, 'epoch': 1.76}
{'loss': 0.531, 'grad_norm': 0.25657519698143005, 'learning_rate': 8.337028824833703e-05, 'epoch': 1.77}
{'loss': 0.5554, 'grad_norm': 0.2514704167842865, 'learning_rate': 8.292682926829268e-05, 'epoch': 1.78}
{'loss': 0.5818, 'grad_norm': 0.26174116134643555, 'learning_rate': 8.248337028824834e-05, 'epoch': 1.78}
{'loss': 0.5747, 'grad_norm': 0.2397216260433197, 'learning_rate': 8.2039911308204e-05, 'epoch': 1.79}
{'loss': 0.4988, 'grad_norm': 0.24613802134990692, 'learning_rate': 8.159645232815965e-05, 'epoch': 1.8}
{'loss': 0.5855, 'grad_norm': 0.2524139881134033, 'learning_rate': 8.11529933481153e-05, 'epoch': 1.8}
{'loss': 0.5838, 'grad_norm': 0.28038492798805237, 'learning_rate': 8.070953436807095e-05, 'epoch': 1.81}
{'loss': 0.5643, 'grad_norm': 0.25042688846588135, 'learning_rate': 8.026607538802661e-05, 'epoch': 1.82}
{'loss': 0.5681, 'grad_norm': 0.25258785486221313, 'learning_rate': 7.982261640798227e-05, 'epoch': 1.82}
{'loss': 0.5483, 'grad_norm': 0.25114089250564575, 'learning_rate': 7.937915742793793e-05, 'epoch': 1.83}
{'loss': 0.623, 'grad_norm': 0.251491904258728, 'learning_rate': 7.893569844789357e-05, 'epoch': 1.84}
{'loss': 0.577, 'grad_norm': 0.28527146577835083, 'learning_rate': 7.849223946784923e-05, 'epoch': 1.84}
{'loss': 0.5648, 'grad_norm': 0.2651875913143158, 'learning_rate': 7.804878048780489e-05, 'epoch': 1.85}
{'loss': 0.531, 'grad_norm': 0.2568756937980652, 'learning_rate': 7.760532150776053e-05, 'epoch': 1.86}
{'loss': 0.4909, 'grad_norm': 0.2477075457572937, 'learning_rate': 7.716186252771619e-05, 'epoch': 1.86}
{'loss': 0.587, 'grad_norm': 0.2533038258552551, 'learning_rate': 7.671840354767185e-05, 'epoch': 1.87}
{'loss': 0.5728, 'grad_norm': 0.2767777144908905, 'learning_rate': 7.627494456762749e-05, 'epoch': 1.88}
{'loss': 0.5197, 'grad_norm': 0.24770879745483398, 'learning_rate': 7.583148558758315e-05, 'epoch': 1.88}
{'loss': 0.5629, 'grad_norm': 0.2695811688899994, 'learning_rate': 7.538802660753881e-05, 'epoch': 1.89}
{'loss': 0.5226, 'grad_norm': 0.2746003270149231, 'learning_rate': 7.494456762749445e-05, 'epoch': 1.9}
{'loss': 0.5463, 'grad_norm': 0.2820435166358948, 'learning_rate': 7.450110864745011e-05, 'epoch': 1.9}
{'loss': 0.6084, 'grad_norm': 0.2735939025878906, 'learning_rate': 7.405764966740577e-05, 'epoch': 1.91}
{'loss': 0.5897, 'grad_norm': 0.27866941690444946, 'learning_rate': 7.361419068736141e-05, 'epoch': 1.92}
{'loss': 0.5243, 'grad_norm': 0.30170610547065735, 'learning_rate': 7.317073170731707e-05, 'epoch': 1.92}
{'loss': 0.5478, 'grad_norm': 0.2501084804534912, 'learning_rate': 7.272727272727273e-05, 'epoch': 1.93}
{'loss': 0.6049, 'grad_norm': 0.26040998101234436, 'learning_rate': 7.228381374722837e-05, 'epoch': 1.94}
{'loss': 0.5818, 'grad_norm': 0.2990412712097168, 'learning_rate': 7.184035476718403e-05, 'epoch': 1.94}
{'loss': 0.534, 'grad_norm': 0.24721592664718628, 'learning_rate': 7.139689578713969e-05, 'epoch': 1.95}
{'loss': 0.5847, 'grad_norm': 0.26699337363243103, 'learning_rate': 7.095343680709535e-05, 'epoch': 1.96}
{'loss': 0.5412, 'grad_norm': 0.26272255182266235, 'learning_rate': 7.0509977827051e-05, 'epoch': 1.96}
{'loss': 0.5988, 'grad_norm': 0.2655961811542511, 'learning_rate': 7.006651884700666e-05, 'epoch': 1.97}
{'loss': 0.4389, 'grad_norm': 0.23798204958438873, 'learning_rate': 6.962305986696232e-05, 'epoch': 1.98}
{'loss': 0.5631, 'grad_norm': 0.2513931095600128, 'learning_rate': 6.917960088691796e-05, 'epoch': 1.98}
{'loss': 0.6222, 'grad_norm': 0.2560315430164337, 'learning_rate': 6.873614190687362e-05, 'epoch': 1.99}
{'loss': 0.6363, 'grad_norm': 0.27733081579208374, 'learning_rate': 6.829268292682928e-05, 'epoch': 2.0}
{'loss': 0.5318, 'grad_norm': 0.3982706367969513, 'learning_rate': 6.784922394678492e-05, 'epoch': 2.0}
{'loss': 0.5136, 'grad_norm': 0.2540800869464874, 'learning_rate': 6.740576496674058e-05, 'epoch': 2.01}
{'loss': 0.4784, 'grad_norm': 0.22617273032665253, 'learning_rate': 6.696230598669624e-05, 'epoch': 2.01}
{'loss': 0.5358, 'grad_norm': 0.264504611492157, 'learning_rate': 6.651884700665188e-05, 'epoch': 2.02}
{'loss': 0.4537, 'grad_norm': 0.2574796676635742, 'learning_rate': 6.607538802660754e-05, 'epoch': 2.03}
{'loss': 0.5146, 'grad_norm': 0.24697965383529663, 'learning_rate': 6.56319290465632e-05, 'epoch': 2.03}
{'loss': 0.5061, 'grad_norm': 0.28242549300193787, 'learning_rate': 6.518847006651884e-05, 'epoch': 2.04}
{'loss': 0.6005, 'grad_norm': 0.28520968556404114, 'learning_rate': 6.47450110864745e-05, 'epoch': 2.05}
{'loss': 0.5187, 'grad_norm': 0.2917007505893707, 'learning_rate': 6.430155210643016e-05, 'epoch': 2.05}
{'loss': 0.5895, 'grad_norm': 0.2902432680130005, 'learning_rate': 6.38580931263858e-05, 'epoch': 2.06}
{'loss': 0.4955, 'grad_norm': 0.28298303484916687, 'learning_rate': 6.341463414634146e-05, 'epoch': 2.07}
{'loss': 0.569, 'grad_norm': 0.3038631081581116, 'learning_rate': 6.297117516629712e-05, 'epoch': 2.07}
{'loss': 0.4704, 'grad_norm': 0.299818754196167, 'learning_rate': 6.252771618625277e-05, 'epoch': 2.08}
{'loss': 0.5547, 'grad_norm': 0.303057998418808, 'learning_rate': 6.208425720620842e-05, 'epoch': 2.09}
{'loss': 0.5206, 'grad_norm': 0.301922082901001, 'learning_rate': 6.164079822616408e-05, 'epoch': 2.09}
{'loss': 0.5372, 'grad_norm': 0.2800751328468323, 'learning_rate': 6.119733924611974e-05, 'epoch': 2.1}
{'loss': 0.55, 'grad_norm': 0.2995671331882477, 'learning_rate': 6.075388026607539e-05, 'epoch': 2.11}
{'loss': 0.505, 'grad_norm': 0.28770211338996887, 'learning_rate': 6.031042128603105e-05, 'epoch': 2.11}
{'loss': 0.5128, 'grad_norm': 0.34076687693595886, 'learning_rate': 5.98669623059867e-05, 'epoch': 2.12}
{'loss': 0.5829, 'grad_norm': 0.3153136074542999, 'learning_rate': 5.942350332594236e-05, 'epoch': 2.13}
{'loss': 0.5094, 'grad_norm': 0.33480390906333923, 'learning_rate': 5.898004434589801e-05, 'epoch': 2.13}
{'loss': 0.4104, 'grad_norm': 0.2944391369819641, 'learning_rate': 5.853658536585366e-05, 'epoch': 2.14}
{'loss': 0.5283, 'grad_norm': 0.31755298376083374, 'learning_rate': 5.809312638580932e-05, 'epoch': 2.15}
{'loss': 0.5768, 'grad_norm': 0.2866474986076355, 'learning_rate': 5.7649667405764975e-05, 'epoch': 2.15}
{'loss': 0.5199, 'grad_norm': 0.27322036027908325, 'learning_rate': 5.720620842572062e-05, 'epoch': 2.16}
{'loss': 0.5177, 'grad_norm': 0.31643903255462646, 'learning_rate': 5.676274944567628e-05, 'epoch': 2.16}
{'loss': 0.5741, 'grad_norm': 0.32583087682724, 'learning_rate': 5.6319290465631935e-05, 'epoch': 2.17}
{'loss': 0.544, 'grad_norm': 0.30229875445365906, 'learning_rate': 5.587583148558758e-05, 'epoch': 2.18}
{'loss': 0.4844, 'grad_norm': 0.32028937339782715, 'learning_rate': 5.543237250554324e-05, 'epoch': 2.18}
{'loss': 0.5336, 'grad_norm': 0.3266071081161499, 'learning_rate': 5.4988913525498895e-05, 'epoch': 2.19}
{'loss': 0.5466, 'grad_norm': 0.3528743088245392, 'learning_rate': 5.4545454545454546e-05, 'epoch': 2.2}
{'loss': 0.6108, 'grad_norm': 0.3499845564365387, 'learning_rate': 5.4101995565410204e-05, 'epoch': 2.2}
{'loss': 0.4399, 'grad_norm': 0.33921170234680176, 'learning_rate': 5.365853658536586e-05, 'epoch': 2.21}
{'loss': 0.494, 'grad_norm': 0.35633155703544617, 'learning_rate': 5.3215077605321506e-05, 'epoch': 2.22}
{'loss': 0.4786, 'grad_norm': 0.32627812027931213, 'learning_rate': 5.2771618625277164e-05, 'epoch': 2.22}
{'loss': 0.4516, 'grad_norm': 0.34475287795066833, 'learning_rate': 5.232815964523282e-05, 'epoch': 2.23}
{'loss': 0.5208, 'grad_norm': 0.34691187739372253, 'learning_rate': 5.1884700665188466e-05, 'epoch': 2.24}
{'loss': 0.497, 'grad_norm': 0.34378913044929504, 'learning_rate': 5.1441241685144124e-05, 'epoch': 2.24}
{'loss': 0.4618, 'grad_norm': 0.34210720658302307, 'learning_rate': 5.099778270509978e-05, 'epoch': 2.25}
{'loss': 0.5114, 'grad_norm': 0.36539778113365173, 'learning_rate': 5.0554323725055433e-05, 'epoch': 2.26}
{'loss': 0.5436, 'grad_norm': 0.3541601300239563, 'learning_rate': 5.011086474501109e-05, 'epoch': 2.26}
{'loss': 0.4689, 'grad_norm': 0.35600021481513977, 'learning_rate': 4.966740576496674e-05, 'epoch': 2.27}
{'loss': 0.598, 'grad_norm': 0.38284942507743835, 'learning_rate': 4.92239467849224e-05, 'epoch': 2.28}
{'loss': 0.4561, 'grad_norm': 0.3442961871623993, 'learning_rate': 4.878048780487805e-05, 'epoch': 2.28}
{'loss': 0.5941, 'grad_norm': 0.37073230743408203, 'learning_rate': 4.833702882483371e-05, 'epoch': 2.29}
{'loss': 0.4821, 'grad_norm': 0.35167396068573, 'learning_rate': 4.789356984478936e-05, 'epoch': 2.3}
{'loss': 0.4536, 'grad_norm': 0.33751043677330017, 'learning_rate': 4.745011086474501e-05, 'epoch': 2.3}
{'loss': 0.4798, 'grad_norm': 0.3628228008747101, 'learning_rate': 4.700665188470067e-05, 'epoch': 2.31}
{'loss': 0.5249, 'grad_norm': 0.358377605676651, 'learning_rate': 4.656319290465632e-05, 'epoch': 2.32}
{'loss': 0.5909, 'grad_norm': 0.3481738269329071, 'learning_rate': 4.611973392461197e-05, 'epoch': 2.32}
{'loss': 0.5461, 'grad_norm': 0.4161132872104645, 'learning_rate': 4.567627494456763e-05, 'epoch': 2.33}
{'loss': 0.543, 'grad_norm': 0.36145803332328796, 'learning_rate': 4.523281596452328e-05, 'epoch': 2.34}
{'loss': 0.5444, 'grad_norm': 0.385711133480072, 'learning_rate': 4.478935698447894e-05, 'epoch': 2.34}
{'loss': 0.5075, 'grad_norm': 0.36319833993911743, 'learning_rate': 4.4345898004434597e-05, 'epoch': 2.35}
{'loss': 0.5063, 'grad_norm': 0.41555073857307434, 'learning_rate': 4.390243902439025e-05, 'epoch': 2.36}
{'loss': 0.4985, 'grad_norm': 0.3908250033855438, 'learning_rate': 4.34589800443459e-05, 'epoch': 2.36}
{'loss': 0.4943, 'grad_norm': 0.378912091255188, 'learning_rate': 4.301552106430156e-05, 'epoch': 2.37}
{'loss': 0.4995, 'grad_norm': 0.42514127492904663, 'learning_rate': 4.257206208425721e-05, 'epoch': 2.38}
{'loss': 0.4971, 'grad_norm': 0.3651672899723053, 'learning_rate': 4.212860310421286e-05, 'epoch': 2.38}
{'loss': 0.4735, 'grad_norm': 0.3780497610569, 'learning_rate': 4.168514412416852e-05, 'epoch': 2.39}
{'loss': 0.4989, 'grad_norm': 0.3760802447795868, 'learning_rate': 4.124168514412417e-05, 'epoch': 2.4}
{'loss': 0.5012, 'grad_norm': 0.3915691673755646, 'learning_rate': 4.0798226164079826e-05, 'epoch': 2.4}
{'loss': 0.4956, 'grad_norm': 0.39607134461402893, 'learning_rate': 4.035476718403548e-05, 'epoch': 2.41}
{'loss': 0.537, 'grad_norm': 0.37495696544647217, 'learning_rate': 3.9911308203991135e-05, 'epoch': 2.42}
{'loss': 0.5224, 'grad_norm': 0.39166316390037537, 'learning_rate': 3.9467849223946786e-05, 'epoch': 2.42}
{'loss': 0.5347, 'grad_norm': 0.3721831142902374, 'learning_rate': 3.9024390243902444e-05, 'epoch': 2.43}
{'loss': 0.4937, 'grad_norm': 0.38814330101013184, 'learning_rate': 3.8580931263858095e-05, 'epoch': 2.44}
{'loss': 0.5199, 'grad_norm': 0.37196242809295654, 'learning_rate': 3.8137472283813746e-05, 'epoch': 2.44}
{'loss': 0.4811, 'grad_norm': 0.38074901700019836, 'learning_rate': 3.7694013303769404e-05, 'epoch': 2.45}
{'loss': 0.4984, 'grad_norm': 0.39140450954437256, 'learning_rate': 3.7250554323725055e-05, 'epoch': 2.45}
{'loss': 0.4879, 'grad_norm': 0.4148563742637634, 'learning_rate': 3.6807095343680706e-05, 'epoch': 2.46}
{'loss': 0.4941, 'grad_norm': 0.3738962709903717, 'learning_rate': 3.6363636363636364e-05, 'epoch': 2.47}
{'loss': 0.5072, 'grad_norm': 0.3821198344230652, 'learning_rate': 3.5920177383592015e-05, 'epoch': 2.47}
{'loss': 0.4172, 'grad_norm': 0.3513125777244568, 'learning_rate': 3.547671840354767e-05, 'epoch': 2.48}
{'loss': 0.5368, 'grad_norm': 0.3934195637702942, 'learning_rate': 3.503325942350333e-05, 'epoch': 2.49}
{'loss': 0.5113, 'grad_norm': 0.41704851388931274, 'learning_rate': 3.458980044345898e-05, 'epoch': 2.49}
{'loss': 0.4976, 'grad_norm': 0.3966321647167206, 'learning_rate': 3.414634146341464e-05, 'epoch': 2.5}
{'loss': 0.5233, 'grad_norm': 0.3922150731086731, 'learning_rate': 3.370288248337029e-05, 'epoch': 2.51}
{'loss': 0.4753, 'grad_norm': 0.40504100918769836, 'learning_rate': 3.325942350332594e-05, 'epoch': 2.51}
{'loss': 0.5966, 'grad_norm': 0.4090111255645752, 'learning_rate': 3.28159645232816e-05, 'epoch': 2.52}
{'loss': 0.5287, 'grad_norm': 0.39474034309387207, 'learning_rate': 3.237250554323725e-05, 'epoch': 2.53}
{'loss': 0.4783, 'grad_norm': 0.40772318840026855, 'learning_rate': 3.19290465631929e-05, 'epoch': 2.53}
{'loss': 0.5554, 'grad_norm': 0.4180530905723572, 'learning_rate': 3.148558758314856e-05, 'epoch': 2.54}
{'loss': 0.5385, 'grad_norm': 0.3862818479537964, 'learning_rate': 3.104212860310421e-05, 'epoch': 2.55}
{'loss': 0.4899, 'grad_norm': 0.39723795652389526, 'learning_rate': 3.059866962305987e-05, 'epoch': 2.55}
{'loss': 0.5005, 'grad_norm': 0.40380364656448364, 'learning_rate': 3.0155210643015524e-05, 'epoch': 2.56}
{'loss': 0.5692, 'grad_norm': 0.4053044319152832, 'learning_rate': 2.971175166297118e-05, 'epoch': 2.57}
{'loss': 0.4581, 'grad_norm': 0.3650934398174286, 'learning_rate': 2.926829268292683e-05, 'epoch': 2.57}
{'loss': 0.5216, 'grad_norm': 0.41216880083084106, 'learning_rate': 2.8824833702882487e-05, 'epoch': 2.58}
{'loss': 0.4296, 'grad_norm': 0.3607703149318695, 'learning_rate': 2.838137472283814e-05, 'epoch': 2.59}
{'loss': 0.4996, 'grad_norm': 0.40164175629615784, 'learning_rate': 2.793791574279379e-05, 'epoch': 2.59}
{'loss': 0.5847, 'grad_norm': 0.43292108178138733, 'learning_rate': 2.7494456762749448e-05, 'epoch': 2.6}
{'loss': 0.4613, 'grad_norm': 0.3621315658092499, 'learning_rate': 2.7050997782705102e-05, 'epoch': 2.61}
{'loss': 0.5805, 'grad_norm': 0.42121821641921997, 'learning_rate': 2.6607538802660753e-05, 'epoch': 2.61}
{'loss': 0.5354, 'grad_norm': 0.426288902759552, 'learning_rate': 2.616407982261641e-05, 'epoch': 2.62}
{'loss': 0.5224, 'grad_norm': 0.4010673463344574, 'learning_rate': 2.5720620842572062e-05, 'epoch': 2.63}
{'loss': 0.5268, 'grad_norm': 0.42242199182510376, 'learning_rate': 2.5277161862527717e-05, 'epoch': 2.63}
{'loss': 0.4919, 'grad_norm': 0.3806997239589691, 'learning_rate': 2.483370288248337e-05, 'epoch': 2.64}
{'loss': 0.6253, 'grad_norm': 0.40222641825675964, 'learning_rate': 2.4390243902439026e-05, 'epoch': 2.65}
{'loss': 0.4899, 'grad_norm': 0.3680109977722168, 'learning_rate': 2.394678492239468e-05, 'epoch': 2.65}
{'loss': 0.3959, 'grad_norm': 0.36699241399765015, 'learning_rate': 2.3503325942350335e-05, 'epoch': 2.66}
{'loss': 0.543, 'grad_norm': 0.42255356907844543, 'learning_rate': 2.3059866962305986e-05, 'epoch': 2.67}
{'loss': 0.6002, 'grad_norm': 0.40057775378227234, 'learning_rate': 2.261640798226164e-05, 'epoch': 2.67}
{'loss': 0.5492, 'grad_norm': 0.38724979758262634, 'learning_rate': 2.2172949002217298e-05, 'epoch': 2.68}
{'loss': 0.4706, 'grad_norm': 0.4190448820590973, 'learning_rate': 2.172949002217295e-05, 'epoch': 2.69}
{'loss': 0.5219, 'grad_norm': 0.3976913094520569, 'learning_rate': 2.1286031042128604e-05, 'epoch': 2.69}
{'loss': 0.5412, 'grad_norm': 0.42096689343452454, 'learning_rate': 2.084257206208426e-05, 'epoch': 2.7}
{'loss': 0.4461, 'grad_norm': 0.4344121813774109, 'learning_rate': 2.0399113082039913e-05, 'epoch': 2.71}
{'loss': 0.4856, 'grad_norm': 0.4090004861354828, 'learning_rate': 1.9955654101995567e-05, 'epoch': 2.71}
{'loss': 0.4864, 'grad_norm': 0.41752973198890686, 'learning_rate': 1.9512195121951222e-05, 'epoch': 2.72}
{'loss': 0.5151, 'grad_norm': 0.4062449634075165, 'learning_rate': 1.9068736141906873e-05, 'epoch': 2.73}
{'loss': 0.4666, 'grad_norm': 0.3936670422554016, 'learning_rate': 1.8625277161862528e-05, 'epoch': 2.73}
{'loss': 0.508, 'grad_norm': 0.4163907766342163, 'learning_rate': 1.8181818181818182e-05, 'epoch': 2.74}
{'loss': 0.4492, 'grad_norm': 0.38028621673583984, 'learning_rate': 1.7738359201773837e-05, 'epoch': 2.75}
{'loss': 0.5407, 'grad_norm': 0.40423932671546936, 'learning_rate': 1.729490022172949e-05, 'epoch': 2.75}
{'loss': 0.511, 'grad_norm': 0.3987540006637573, 'learning_rate': 1.6851441241685146e-05, 'epoch': 2.76}
{'loss': 0.4527, 'grad_norm': 0.4249633252620697, 'learning_rate': 1.64079822616408e-05, 'epoch': 2.76}
{'loss': 0.5405, 'grad_norm': 0.43049904704093933, 'learning_rate': 1.596452328159645e-05, 'epoch': 2.77}
{'loss': 0.5227, 'grad_norm': 0.45178893208503723, 'learning_rate': 1.5521064301552106e-05, 'epoch': 2.78}
{'loss': 0.4822, 'grad_norm': 0.4177994728088379, 'learning_rate': 1.5077605321507762e-05, 'epoch': 2.78}
{'loss': 0.4598, 'grad_norm': 0.41829150915145874, 'learning_rate': 1.4634146341463415e-05, 'epoch': 2.79}
{'loss': 0.5278, 'grad_norm': 0.4185505211353302, 'learning_rate': 1.419068736141907e-05, 'epoch': 2.8}
{'loss': 0.4766, 'grad_norm': 0.38698458671569824, 'learning_rate': 1.3747228381374724e-05, 'epoch': 2.8}
{'loss': 0.5412, 'grad_norm': 0.47656169533729553, 'learning_rate': 1.3303769401330377e-05, 'epoch': 2.81}
{'loss': 0.5101, 'grad_norm': 0.42730453610420227, 'learning_rate': 1.2860310421286031e-05, 'epoch': 2.82}
{'loss': 0.5618, 'grad_norm': 0.4266912043094635, 'learning_rate': 1.2416851441241686e-05, 'epoch': 2.82}
{'loss': 0.5656, 'grad_norm': 0.4972456991672516, 'learning_rate': 1.197339246119734e-05, 'epoch': 2.83}
{'loss': 0.493, 'grad_norm': 0.4125138521194458, 'learning_rate': 1.1529933481152993e-05, 'epoch': 2.84}
{'loss': 0.4802, 'grad_norm': 0.4115649163722992, 'learning_rate': 1.1086474501108649e-05, 'epoch': 2.84}
{'loss': 0.4754, 'grad_norm': 0.39359307289123535, 'learning_rate': 1.0643015521064302e-05, 'epoch': 2.85}
{'loss': 0.5495, 'grad_norm': 0.43886610865592957, 'learning_rate': 1.0199556541019956e-05, 'epoch': 2.86}
{'loss': 0.4163, 'grad_norm': 0.38941824436187744, 'learning_rate': 9.756097560975611e-06, 'epoch': 2.86}
{'loss': 0.5056, 'grad_norm': 0.4258290231227875, 'learning_rate': 9.312638580931264e-06, 'epoch': 2.87}
{'loss': 0.4367, 'grad_norm': 0.4158969521522522, 'learning_rate': 8.869179600886918e-06, 'epoch': 2.88}
{'loss': 0.5406, 'grad_norm': 0.41179099678993225, 'learning_rate': 8.425720620842573e-06, 'epoch': 2.88}
{'loss': 0.575, 'grad_norm': 0.4658125042915344, 'learning_rate': 7.982261640798226e-06, 'epoch': 2.89}
{'loss': 0.5197, 'grad_norm': 0.41366147994995117, 'learning_rate': 7.538802660753881e-06, 'epoch': 2.9}
{'loss': 0.4696, 'grad_norm': 0.39388811588287354, 'learning_rate': 7.095343680709535e-06, 'epoch': 2.9}
{'loss': 0.5138, 'grad_norm': 0.420490026473999, 'learning_rate': 6.651884700665188e-06, 'epoch': 2.91}
{'loss': 0.4413, 'grad_norm': 0.38441962003707886, 'learning_rate': 6.208425720620843e-06, 'epoch': 2.92}
{'loss': 0.5121, 'grad_norm': 0.4082564115524292, 'learning_rate': 5.7649667405764965e-06, 'epoch': 2.92}
{'loss': 0.4667, 'grad_norm': 0.42353206872940063, 'learning_rate': 5.321507760532151e-06, 'epoch': 2.93}
{'loss': 0.5445, 'grad_norm': 0.41707372665405273, 'learning_rate': 4.8780487804878055e-06, 'epoch': 2.94}
{'loss': 0.4675, 'grad_norm': 0.40346434712409973, 'learning_rate': 4.434589800443459e-06, 'epoch': 2.94}
{'loss': 0.5776, 'grad_norm': 0.4450174868106842, 'learning_rate': 3.991130820399113e-06, 'epoch': 2.95}
{'loss': 0.5687, 'grad_norm': 0.4202108085155487, 'learning_rate': 3.5476718403547673e-06, 'epoch': 2.96}
{'loss': 0.501, 'grad_norm': 0.41543760895729065, 'learning_rate': 3.1042128603104214e-06, 'epoch': 2.96}
{'loss': 0.5069, 'grad_norm': 0.42017489671707153, 'learning_rate': 2.6607538802660755e-06, 'epoch': 2.97}
{'loss': 0.4184, 'grad_norm': 0.4225085973739624, 'learning_rate': 2.2172949002217296e-06, 'epoch': 2.98}
{'loss': 0.5268, 'grad_norm': 0.4011844992637634, 'learning_rate': 1.7738359201773837e-06, 'epoch': 2.98}
{'loss': 0.5232, 'grad_norm': 0.43082261085510254, 'learning_rate': 1.3303769401330377e-06, 'epoch': 2.99}
{'loss': 0.5447, 'grad_norm': 0.44267794489860535, 'learning_rate': 8.869179600886918e-07, 'epoch': 3.0}
{'loss': 0.5299, 'grad_norm': 0.572047233581543, 'learning_rate': 4.434589800443459e-07, 'epoch': 3.0}
100% 456/456 [21:52<00:00,  2.88s/it]
{'train_runtime': 1786.6849, 'train_samples_per_second': 16.791, 'train_steps_per_second': 0.255, 'train_loss': 0.5580659248588378, 'epoch': 3.0}
README.md: 100% 582/582 [00:00<00:00, 2.14MB/s]
Processing Files (1 / 1)                : 100% 80.8M/80.8M [00:09<00:00, 8.39MB/s, 8.60MB/s  ]
